Unnamed: 0,Key,Category,QuestionNumber,matchOrnomatch,Difficulty,verdict,ResponseTime,routineStart,routineStamp,routineEnd,Cat2FeedbackTime
0,1spl1,1,spl1,match,Easy,CORRECT,18.59779399994295,1676893876.033026,2023-02-20 17:21:16,1676893894.63082,1.0748373999958858
1,1spl2,1,spl2,nomatch,Easy,INCORRECT,5.921467500040308,1676893894.907364,2023-02-20 17:21:34,1676893900.8288314,1.0748373999958858
2,1Item1,1,Item1,match,Easy,CORRECT,10.835993999964558,1676893900.8934362,2023-02-20 17:21:40,1676893911.7294302,1.0748373999958858
3,1Item2,1,Item2,match,Easy,CORRECT,45.04507100000046,1676893911.7653794,2023-02-20 17:21:51,1676893956.8104503,1.0748373999958858
4,1Item3,1,Item3,match,Easy,CORRECT,79.42279450001661,1676893956.8477075,2023-02-20 17:22:36,1676894036.270502,1.0748373999958858
5,1Item4,1,Item4,match,Medium,CORRECT,48.75871279998682,1676894036.3049295,2023-02-20 17:23:56,1676894085.0636425,1.0748373999958858
6,1Item5,1,Item5,nomatch,Medium,CORRECT,24.819539900054224,1676894085.100471,2023-02-20 17:24:45,1676894109.9200108,1.0748373999958858
7,1Item6,1,Item6,match,Medium,CORRECT,13.013273000018671,1676894109.9555707,2023-02-20 17:25:09,1676894122.9688437,1.0748373999958858
8,1Item7,1,Item7,match,Difficult,CORRECT,7.793704899959266,1676894123.0130386,2023-02-20 17:25:23,1676894130.8067436,1.0748373999958858
9,1Item8,1,Item8,nomatch,Difficult,INCORRECT,11.753282799967565,1676894130.840238,2023-02-20 17:25:30,1676894142.5935209,1.0748373999958858
10,1Item9,1,Item9,match,Difficult,INCORRECT,17.662785900058225,1676894142.6199582,2023-02-20 17:25:42,1676894160.2827442,1.0748373999958858
11,1Item10,1,Item10,nomatch,Difficult,INCORRECT,30.811107099987566,1676894160.3160405,2023-02-20 17:26:00,1676894191.1271477,1.0748373999958858
12,2spl1,2,spl1,match,Easy,CORRECT,5.002393800066784,1676894313.69121,2023-02-20 17:28:33,1676894318.6936038,1.0748373999958858
13,2spl2,2,spl2,nomatch,Easy,INCORRECT,2.840932499966584,1676894321.460024,2023-02-20 17:28:41,1676894324.3009567,1.0748373999958858
14,2Item1,2,Item1,match,Easy,CORRECT,3.3398680000100285,1676894329.6421344,2023-02-20 17:28:49,1676894332.9820025,1.4106557000195608
15,2Item2,2,Item2,match,Easy,CORRECT,8.971341000054963,1676894334.4631224,2023-02-20 17:28:54,1676894343.4344633,1.1134774000383914
16,2Item3,2,Item3,match,Easy,CORRECT,4.49215050006751,1676894344.5979905,2023-02-20 17:29:04,1676894349.090141,1.0748373999958858
17,2Item4,2,Item4,nomatch,Medium,INCORRECT,8.588785300031304,1676894350.2305293,2023-02-20 17:29:10,1676894358.8193147,6.343430700013414
18,2Item5,2,Item5,match,Medium,INCORRECT,32.810056300018914,1676894365.224865,2023-02-20 17:29:25,1676894398.0349212,3.4490141000133008
19,2Item6,2,Item6,match,Medium,CORRECT,33.02287389989942,1676894401.5533457,2023-02-20 17:30:01,1676894434.5762196,1.142954899929464
20,2Item7,2,Item7,match,Difficult,INCORRECT,71.92897520004772,1676894435.78418,2023-02-20 17:30:35,1676894507.713155,2.4040277999592945
21,2Item8,2,Item8,nomatch,Difficult,INCORRECT,44.99337629997172,1676894510.1876023,2023-02-20 17:31:50,1676894555.1809783,1.5733210999751464
22,2Item9,2,Item9,nomatch,Difficult,CORRECT,11.257439300068654,1676894556.801603,2023-02-20 17:32:36,1676894568.0590425,1.4116575999651104
23,2Item10,2,Item10,match,Difficult,INCORRECT,16.445055400021374,1676894569.5220933,2023-02-20 17:32:49,1676894585.9671488,1.1559807000448927
24,3spl1,3,spl1,match,Easy,CORRECT,3.531063099973835,1676894664.6438663,2023-02-20 17:34:24,1676894668.1749294,1.0748373999958858
25,3spl2,3,spl2,nomatch,Easy,CORRECT,4.468216099892743,1676894668.2105875,2023-02-20 17:34:28,1676894672.6788037,1.0748373999958858
26,3Item15,3,Item15,nomatch,Difficult,INCORRECT,14.0637053999817,1676894672.720518,2023-02-20 17:34:32,1676894686.7842236,1.0748373999958858
27,3Item2,3,Item2,match,Easy,CORRECT,2.371892199967988,1676894686.8195968,2023-02-20 17:34:46,1676894689.191489,1.0748373999958858
28,3Item5,3,Item5,match,Easy,CORRECT,3.6707050999393687,1676894689.2341552,2023-02-20 17:34:49,1676894692.9048605,1.0748373999958858
29,3Item12,3,Item12,match,Medium,CORRECT,4.420094199944288,1676894692.9397829,2023-02-20 17:34:52,1676894697.359877,1.0748373999958858
30,3Item6,3,Item6,match,Easy,CORRECT,2.288474300061353,1676894697.381251,2023-02-20 17:34:57,1676894699.6697254,1.0748373999958858
31,3Item8,3,Item8,nomatch,Medium,CORRECT,11.407622700091451,1676894699.699314,2023-02-20 17:34:59,1676894711.106937,1.0748373999958858
32,3Item7,3,Item7,match,Medium,INCORRECT,8.206661599921063,1676894711.1387248,2023-02-20 17:35:11,1676894719.3453865,1.0748373999958858
33,3Item9,3,Item9,nomatch,Medium,INCORRECT,3.123072299989872,1676894719.3771386,2023-02-20 17:35:19,1676894722.500211,1.0748373999958858
34,3Item17,3,Item17,match,Difficult,CORRECT,6.527365599991754,1676894722.5381277,2023-02-20 17:35:22,1676894729.065493,1.0748373999958858
35,3Item19,3,Item19,nomatch,Difficult,CORRECT,19.72213890007697,1676894729.11344,2023-02-20 17:35:29,1676894748.835579,1.0748373999958858
36,3Item11,3,Item11,match,Medium,CORRECT,15.316062500001864,1676894748.8752656,2023-02-20 17:35:48,1676894764.191328,1.0748373999958858
37,3Item4,3,Item4,match,Easy,CORRECT,4.713577199960128,1676894764.2245717,2023-02-20 17:36:04,1676894768.938149,1.0748373999958858
38,3Item13,3,Item13,match,Difficult,CORRECT,6.2978940000757575,1676894768.964117,2023-02-20 17:36:08,1676894775.262011,1.0748373999958858
39,3Item10,3,Item10,match,Medium,CORRECT,2.82116789999418,1676894775.2945995,2023-02-20 17:36:15,1676894778.1157677,1.0748373999958858
40,3Item14,3,Item14,match,Difficult,CORRECT,7.20308110001497,1676894778.1457305,2023-02-20 17:36:18,1676894785.3488116,1.0748373999958858
41,3Item3,3,Item3,match,Easy,CORRECT,4.184436200070195,1676894785.385601,2023-02-20 17:36:25,1676894789.5700371,1.0748373999958858
42,3Item20,3,Item20,match,Difficult,CORRECT,2.4300259000156075,1676894789.605494,2023-02-20 17:36:29,1676894792.0355198,1.0748373999958858
43,3Item18,3,Item18,nomatch,Difficult,INCORRECT,0.5395456000696868,1676894792.068188,2023-02-20 17:36:32,1676894792.6077335,1.0748373999958858
